ts_utc,source,universe,event_id,title,event_date,market_count,outcomes,is_binary_candidate,skip_binary_arb,reason
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN20GERCIV,Germany vs Ivory Coast,,3,Tie | Germany | Ivory Coast,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN20NEDSWE,Netherlands vs Sweden,,3,Tie | Sweden | Netherlands,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN21BELIRI,Belgium vs IR Iran,,3,Tie | IR Iran | Belgium,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN21ESPKSA,Spain vs Saudi Arabia,,3,Tie | Saudi Arabia | Spain,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN21NZLEGY,New Zealand vs Egypt,,3,Tie | New Zealand | Egypt,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN21TUNJPN,Tunisia vs Japan,,3,Tunisia | Tie | Japan,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN21URUCPV,Uruguay vs Cape Verde,,3,Uruguay | Tie | Cape Verde,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN22ARGAUT,Argentina vs Austria,,3,Tie | Austria | Argentina,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN22FRAIRQ,France vs Iraq,,3,Tie | Iraq | France,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
2026-06-15T07:41:28.526034+00:00,kalshi,worldcup_soccer,KXWCGAME-26JUN22JORDZA,Jordan vs Algeria,,3,Tie | Jordan | Algeria,False,True,3-way market includes Tie/draw; binary Yes/No arb formula does not apply.
