ts_utc,sport,match_name,match_date,pm_format,ks_format,pm_yes_team,ks_yes_team,pm_bid,pm_ask,pm_bid_sz,pm_ask_sz,ks_bid,ks_ask,ks_bid_sz,ks_ask_sz,net_edge,best_leg,gross_cost,pm_event_slug,pm_market_id,pm_token_id,ks_event_ticker,ks_market_ticker
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: Dynamo Esports vs ROSE (BO3) - VCL North America: Stage 3 Group Stage,2026-06-17,BO3,,Dynamo Esports,Dynamo Esports,0.54,0.61,289.0,24.38,0.58,0.6,1000.0,49.0,-0.054189,PM_YES_KS_NO,1.03,val-dnm-rose-2026-06-17,2532944,82637516397050459696284711896580181064093118996937221443591278634627961470044,KXVALORANTGAME-26JUN171900ROSEDNM,KXVALORANTGAME-26JUN171900ROSEDNM-DNM
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: FlyQuest vs Evil Geniuses Academy (BO3) - VCL North America: Stage 3 Group Stage,2026-06-17,BO3,,FlyQuest,FlyQuest,0.53,0.61,3.28,300.0,0.47,0.51,1200.0,1012.0,-0.004966,PM_NO_KS_YES,0.98,val-fq-ega-2026-06-17,2532931,85641506375351443374316754903095596393956431542530021476136192729362209161956,KXVALORANTGAME-26JUN171900EGAFQ,KXVALORANTGAME-26JUN171900EGAFQ-FQ
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: FlyQuest vs Evil Geniuses Academy (BO3) - VCL North America: Stage 3 Group Stage,2026-06-17,BO3,,Evil Geniuses Academy,Evil Geniuses Academy,0.39,0.47,300.0,3.28,0.49,0.52,1000.0,143.0,-0.004966,PM_YES_KS_NO,0.98,val-fq-ega-2026-06-17,2532931,52066848887040648512507333584866891030951571458000251445153943193660377926390,KXVALORANTGAME-26JUN171900EGAFQ,KXVALORANTGAME-26JUN171900EGAFQ-EGA
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: Shopify Rebellion Black vs Azure Dragon Gaming (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,Shopify Rebellion Black,Shopify Rebellion,0.67,0.76,6.7,46.71,0.69,0.75,114.0,41.0,-0.090445,PM_YES_KS_NO,1.07,val-srb-adg-2026-06-18,2532966,63510251125054244611086887420197456267435439105395952901806265466051203058994,KXVALORANTGAME-26JUN181600ADGSR,KXVALORANTGAME-26JUN181600ADGSR-SR
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: Shopify Rebellion Black vs Azure Dragon Gaming (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,Azure Dragon Gaming,Azure Dragon Gaming,0.24,0.33,46.71,6.7,0.26,0.31,135.0,1213.0,-0.090101,PM_YES_KS_NO,1.07,val-srb-adg-2026-06-18,2532966,94974018179302100929900582297790001065087511197389508421495320675599095223864,KXVALORANTGAME-26JUN181600ADGSR,KXVALORANTGAME-26JUN181600ADGSR-ADG
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: M80 vs SaD Esports (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,SaD Esports,SaD Esports,0.42,0.44,210.71,23.43,0.48,0.51,1000.0,283.0,0.015136,PM_YES_KS_NO,0.96,val-m80-sad-2026-06-18,2532977,50446515128035475060123353144894524978727089028545843385521864521789607831404,KXVALORANTGAME-26JUN181900SADM80,KXVALORANTGAME-26JUN181900SADM80-SAD
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: M80 vs SaD Esports (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,M80,M80,0.56,0.58,23.43,210.71,0.5,0.55,5050.0,2400.0,-0.014717,PM_NO_KS_YES,0.99,val-m80-sad-2026-06-18,2532977,101798538215420603398423067870443356642790097447626818006126220503731706007636,KXVALORANTGAME-26JUN181900SADM80,KXVALORANTGAME-26JUN181900SADM80-M80
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: YFP Gaming vs NRG Academy (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,YFP Gaming,YFP Gaming,0.39,0.48,18.0,159.61,0.42,0.48,1200.0,1424.0,-0.08454,PM_YES_KS_NO,1.06,val-yfp-nrga-2026-06-18,2532988,81304416245561811013614433886151710093409305099207540473327632333530749592006,KXVALORANTGAME-26JUN181900NRGAYFP,KXVALORANTGAME-26JUN181900NRGAYFP-YFP
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: YFP Gaming vs NRG Academy (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,NRG Academy,NRG Academy,0.52,0.61,159.61,18.0,0.54,0.58,1012.0,1400.0,-0.08454,PM_NO_KS_YES,1.06,val-yfp-nrga-2026-06-18,2532988,103967248482070503215260374726643481502542020089953204917344373098103095542059,KXVALORANTGAME-26JUN181900NRGAYFP,KXVALORANTGAME-26JUN181900NRGAYFP-NRGA
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: Nightblood Gaming vs QoR (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,QoR,QoR,0.71,0.76,230.0,0.58,0.82,0.84,1000.0,5000.0,0.044196,PM_YES_KS_NO,0.94,val-nbg-qor-2026-06-18,2532955,95186958885855527835196090219256080745968308759348644254601196115780823617026,KXVALORANTGAME-26JUN181600QORNBG,KXVALORANTGAME-26JUN181600QORNBG-QOR
2026-06-15T06:57:57.001714+00:00,valorant,Valorant: Nightblood Gaming vs QoR (BO3) - VCL North America: Stage 3 Group Stage,2026-06-18,BO3,,Nightblood Gaming,Nightblood Gaming,0.24,0.29,0.58,230.0,0.19,0.2,262.0,1281.0,0.023328,PM_NO_KS_YES,0.96,val-nbg-qor-2026-06-18,2532955,27075137413829891252764907290824846639514797061693409980410408231962909276640,KXVALORANTGAME-26JUN181600QORNBG,KXVALORANTGAME-26JUN181600QORNBG-NBG
