ts_utc,universe,category,match_name,event_date,canonical_event_id,market_type,pm_yes_outcome,ks_yes_outcome,pm_bid,pm_ask,pm_bid_sz,pm_ask_sz,ks_bid,ks_ask,ks_bid_sz,ks_ask_sz,net_edge,best_leg,gross_cost,best_leg_bbo_size,net_profit_at_bbo,pm_event_slug,pm_market_id,pm_token_id,ks_event_ticker,ks_market_ticker,match_format,schedule_source
2026-06-15T15:08:45.103971+00:00,lol,esports,Galions vs Solary - EMEA Masters Finals,2026-06-15,lol:116634566264113564,match_winner,Solary,Solary,0.58,0.59,50.0,21.0,0.57,0.6,254.8,38.13,-0.044108,PM_NO_KS_YES,1.02,38.13,-1.681838,lol-sly-gal-2026-06-15,2545409,26312011371809916105836455052544927818095924824117054079495861287749010750798,KXLOLGAME-26JUN151100GALSLY,KXLOLGAME-26JUN151100GALSLY-SLY,BO5,riot_lolesports_official_ssr
2026-06-15T15:08:45.103971+00:00,lol,esports,Galions vs Solary - EMEA Masters Finals,2026-06-15,lol:116634566264113564,match_winner,Galions,Galions,0.41,0.42,21.0,50.0,0.4,0.43,75.81,121.7,-0.044108,PM_YES_KS_NO,1.02,50.0,-2.2054,lol-sly-gal-2026-06-15,2545409,88777624476389644590555925241241843828735398739997599807129046213194296193695,KXLOLGAME-26JUN151100GALSLY,KXLOLGAME-26JUN151100GALSLY-GAL,BO5,riot_lolesports_official_ssr
